reading_id,shipment_id,device_id,timestamp,temp_c,battery_pct
R0001_1761867174,S0001,D001,2025-10-30T23:32:54.508608,5.44,75.3
R0001_1761870534,S0001,D001,2025-10-31T00:28:54.508608,5.42,75.8
R0001_1761872934,S0001,D001,2025-10-31T01:08:54.508608,5.4,72.6
R0001_1761877614,S0001,D001,2025-10-31T02:26:54.508608,5.38,73.6
R0001_1761880674,S0001,D001,2025-10-31T03:17:54.508608,5.4,72.7
R0001_1761883014,S0001,D001,2025-10-31T03:56:54.508608,5.41,75.7
R0001_1761888354,S0001,D001,2025-10-31T05:25:54.508608,5.35,72.8
R0001_1761892014,S0001,D001,2025-10-31T06:26:54.508608,5.45,73.0
R0001_1761895374,S0001,D001,2025-10-31T07:22:54.508608,5.37,77.4
R0001_1761897294,S0001,D001,2025-10-31T07:54:54.508608,5.47,86.7
R0001_1761901614,S0001,D001,2025-10-31T09:06:54.508608,5.39,87.1
R0001_1761903654,S0001,D001,2025-10-31T09:40:54.508608,5.39,84.3
R0001_1761908334,S0001,D001,2025-10-31T10:58:54.508608,5.41,86.4
R0001_1761912234,S0001,D001,2025-10-31T12:03:54.508608,5.52,78.1
R0001_1761916194,S0001,D001,2025-10-31T13:09:54.508608,5.43,83.7
R0001_1761920994,S0001,D001,2025-10-31T14:29:54.508608,5.47,66.7
R0001_1761926154,S0001,D001,2025-10-31T15:55:54.508608,5.34,64.9
R0001_1761931074,S0001,D001,2025-10-31T17:17:54.508608,5.5,67.0
R0001_1761934074,S0001,D001,2025-10-31T18:07:54.508608,5.41,72.2
R0001_1761937134,S0001,D001,2025-10-31T18:58:54.508608,5.38,82.6
R0001_1761941574,S0001,D001,2025-10-31T20:12:54.508608,5.37,64.6
R0001_1761944694,S0001,D001,2025-10-31T21:04:54.508608,5.41,75.4
R0001_1761948774,S0001,D001,2025-10-31T22:12:54.508608,5.39,80.5
R0001_1761952434,S0001,D001,2025-10-31T23:13:54.508608,5.56,77.1
R0001_1761956454,S0001,D001,2025-11-01T00:20:54.508608,5.5,66.8
R0001_1761961314,S0001,D001,2025-11-01T01:41:54.508608,5.4,75.4
R0001_1761964854,S0001,D001,2025-11-01T02:40:54.508608,5.4,74.5
R0001_1761966894,S0001,D001,2025-11-01T03:14:54.508608,5.36,72.6
R0001_1761971874,S0001,D001,2025-11-01T04:37:54.508608,5.39,76.5
R0001_1761973974,S0001,D001,2025-11-01T05:12:54.508608,5.46,73.6
R0001_1761979374,S0001,D001,2025-11-01T06:42:54.508608,5.42,66.3
R0001_1761982194,S0001,D001,2025-11-01T07:29:54.508608,5.5,81.2
R0001_1761985794,S0001,D001,2025-11-01T08:29:54.508608,5.45,63.1
R0001_1761990234,S0001,D001,2025-11-01T09:43:54.508608,5.43,74.7
R0001_1761994554,S0001,D001,2025-11-01T10:55:54.508608,5.45,64.1
R0001_1761996594,S0001,D001,2025-11-01T11:29:54.508608,5.47,78.0
R0001_1761998574,S0001,D001,2025-11-01T12:02:54.508608,5.49,55.4
R0001_1762003134,S0001,D001,2025-11-01T13:18:54.508608,5.42,65.3
R0001_1762007574,S0001,D001,2025-11-01T14:32:54.508608,5.45,80.3
R0001_1762010514,S0001,D001,2025-11-01T15:21:54.508608,5.49,75.9
R0001_1762014774,S0001,D001,2025-11-01T16:32:54.508608,5.46,72.2
R0001_1762018734,S0001,D001,2025-11-01T17:38:54.508608,5.45,78.1
R0002_1759645674,S0002,D002,2025-10-05T06:27:54.508608,4.63,100.0
R0002_1759647654,S0002,D002,2025-10-05T07:00:54.508608,4.68,99.9
R0002_1759650234,S0002,D002,2025-10-05T07:43:54.508608,4.68,99.5
R0002_1759654974,S0002,D002,2025-10-05T09:02:54.508608,4.66,99.3
R0002_1759657854,S0002,D002,2025-10-05T09:50:54.508608,4.61,98.5
R0002_1759660134,S0002,D002,2025-10-05T10:28:54.508608,4.65,98.5
R0002_1759664754,S0002,D002,2025-10-05T11:45:54.508608,4.64,97.9
R0002_1759667454,S0002,D002,2025-10-05T12:30:54.508608,4.54,98.3
R0002_1759670754,S0002,D002,2025-10-05T13:25:54.508608,4.62,96.7
R0002_1759674054,S0002,D002,2025-10-05T14:20:54.508608,4.69,96.4
R0002_1759679334,S0002,D002,2025-10-05T15:48:54.508608,4.65,97.3
R0002_1759684434,S0002,D002,2025-10-05T17:13:54.508608,4.6,95.4
R0002_1759688094,S0002,D002,2025-10-05T18:14:54.508608,4.53,94.5
R0002_1759690194,S0002,D002,2025-10-05T18:49:54.508608,4.74,97.3
R0002_1759692594,S0002,D002,2025-10-05T19:29:54.508608,4.54,97.3
R0002_1759696074,S0002,D002,2025-10-05T20:27:54.508608,4.67,94.0
R0002_1759699374,S0002,D002,2025-10-05T21:22:54.508608,4.68,94.3
R0002_1759703274,S0002,D002,2025-10-05T22:27:54.508608,4.64,95.2
R0002_1759706094,S0002,D002,2025-10-05T23:14:54.508608,4.56,92.2
R0002_1759711254,S0002,D002,2025-10-06T00:40:54.508608,4.57,94.6
R0002_1759713534,S0002,D002,2025-10-06T01:18:54.508608,4.65,94.4
R0002_1759718454,S0002,D002,2025-10-06T02:40:54.508608,4.67,95.6
R0002_1759721874,S0002,D002,2025-10-06T03:37:54.508608,4.58,93.9
R0002_1759726974,S0002,D002,2025-10-06T05:02:54.508608,4.62,89.4
R0002_1759730874,S0002,D002,2025-10-06T06:07:54.508608,4.66,94.3
R0002_1759733694,S0002,D002,2025-10-06T06:54:54.508608,4.61,88.1
R0002_1759738194,S0002,D002,2025-10-06T08:09:54.508608,4.6,87.7
R0002_1759741554,S0002,D002,2025-10-06T09:05:54.508608,4.64,91.8
R0002_1759744674,S0002,D002,2025-10-06T09:57:54.508608,4.64,93.7
R0002_1759749054,S0002,D002,2025-10-06T11:10:54.508608,4.72,93.3
R0002_1759754214,S0002,D002,2025-10-06T12:36:54.508608,4.62,93.5
R0002_1759757454,S0002,D002,2025-10-06T13:30:54.508608,4.62,93.4
R0002_1759760094,S0002,D002,2025-10-06T14:14:54.508608,4.58,91.6
R0002_1759762434,S0002,D002,2025-10-06T14:53:54.508608,4.64,86.1
R0002_1759764534,S0002,D002,2025-10-06T15:28:54.508608,4.63,93.3
R0002_1759766994,S0002,D002,2025-10-06T16:09:54.508608,4.67,83.2
R0002_1759769334,S0002,D002,2025-10-06T16:48:54.508608,4.63,87.6
R0002_1759771974,S0002,D002,2025-10-06T17:32:54.508608,4.61,83.6
R0002_1759776294,S0002,D002,2025-10-06T18:44:54.508608,4.65,88.4
R0002_1759778934,S0002,D002,2025-10-06T19:28:54.508608,4.69,83.3
R0002_1759780734,S0002,D002,2025-10-06T19:58:54.508608,4.61,89.1
R0002_1759784394,S0002,D002,2025-10-06T20:59:54.508608,4.65,86.7
R0002_1759789374,S0002,D002,2025-10-06T22:22:54.508608,4.7,89.2
R0002_1759793394,S0002,D002,2025-10-06T23:29:54.508608,4.64,83.6
R0002_1759795854,S0002,D002,2025-10-07T00:10:54.508608,4.7,89.2
R0002_1759798614,S0002,D002,2025-10-07T00:56:54.508608,4.6,85.4
R0002_1759801494,S0002,D002,2025-10-07T01:44:54.508608,4.63,79.2
R0002_1759803294,S0002,D002,2025-10-07T02:14:54.508608,4.62,87.1
R0002_1759805634,S0002,D002,2025-10-07T02:53:54.508608,4.64,90.6
R0002_1759808994,S0002,D002,2025-10-07T03:49:54.508608,4.68,80.1
R0002_1759812834,S0002,D002,2025-10-07T04:53:54.508608,4.61,77.4
R0002_1759816014,S0002,D002,2025-10-07T05:46:54.508608,4.58,83.6
R0002_1759820154,S0002,D002,2025-10-07T06:55:54.508608,4.7,88.7
R0002_1759824114,S0002,D002,2025-10-07T08:01:54.508608,4.67,77.6
R0002_1759827114,S0002,D002,2025-10-07T08:51:54.508608,4.55,78.7
R0002_1759832514,S0002,D002,2025-10-07T10:21:54.508608,4.65,89.2
R0002_1759834794,S0002,D002,2025-10-07T10:59:54.508608,4.71,77.9
R0002_1759839234,S0002,D002,2025-10-07T12:13:54.508608,4.64,87.5
R0002_1759844274,S0002,D002,2025-10-07T13:37:54.508608,4.61,75.6
R0002_1759847994,S0002,D002,2025-10-07T14:39:54.508608,4.67,80.4
R0002_1759853394,S0002,D002,2025-10-07T16:09:54.508608,4.66,74.5
R0002_1759857534,S0002,D002,2025-10-07T17:18:54.508608,4.6,75.9
R0002_1759861794,S0002,D002,2025-10-07T18:29:54.508608,4.61,78.3
R0002_1759866174,S0002,D002,2025-10-07T19:42:54.508608,4.61,80.4
R0002_1759870794,S0002,D002,2025-10-07T20:59:54.508608,4.6,82.3
R0002_1759872774,S0002,D002,2025-10-07T21:32:54.508608,4.53,87.3
R0002_1759876314,S0002,D002,2025-10-07T22:31:54.508608,4.55,78.5
R0002_1759881534,S0002,D002,2025-10-07T23:58:54.508608,4.62,68.6
R0002_1759886634,S0002,D002,2025-10-08T01:23:54.508608,4.66,73.7
R0002_1759891374,S0002,D002,2025-10-08T02:42:54.508608,4.58,80.6
R0002_1759896774,S0002,D002,2025-10-08T04:12:54.508608,4.66,78.9
R0002_1759901874,S0002,D002,2025-10-08T05:37:54.508608,4.63,70.6
R0002_1759906254,S0002,D002,2025-10-08T06:50:54.508608,4.61,64.0
R0002_1759911114,S0002,D002,2025-10-08T08:11:54.508608,4.69,71.4
R0002_1759915014,S0002,D002,2025-10-08T09:16:54.508608,4.73,75.5
R0002_1759918314,S0002,D002,2025-10-08T10:11:54.508608,4.63,68.7
R0002_1759921614,S0002,D002,2025-10-08T11:06:54.508608,4.65,72.2
R0002_1759924914,S0002,D002,2025-10-08T12:01:54.508608,4.63,78.9
R0002_1759928214,S0002,D002,2025-10-08T12:56:54.508608,4.68,65.3
R0002_1759930374,S0002,D002,2025-10-08T13:32:54.508608,4.63,72.7
R0002_1759933974,S0002,D002,2025-10-08T14:32:54.508608,4.57,60.4
R0002_1759938174,S0002,D002,2025-10-08T15:42:54.508608,4.56,81.0
R0002_1759941474,S0002,D002,2025-10-08T16:37:54.508608,4.6,69.5
R0002_1759943454,S0002,D002,2025-10-08T17:10:54.508608,4.57,63.5
R0002_1759945974,S0002,D002,2025-10-08T17:52:54.508608,4.59,71.1
R0002_1759948014,S0002,D002,2025-10-08T18:26:54.508608,4.6,69.2
R0002_1759950594,S0002,D002,2025-10-08T19:09:54.508608,4.6,66.6
R0002_1759954074,S0002,D002,2025-10-08T20:07:54.508608,4.65,59.2
R0002_1759956474,S0002,D002,2025-10-08T20:47:54.508608,4.59,70.9
R0002_1759958694,S0002,D002,2025-10-08T21:24:54.508608,4.58,57.7
R0002_1759961754,S0002,D002,2025-10-08T22:15:54.508608,4.55,72.6
R0002_1759965834,S0002,D002,2025-10-08T23:23:54.508608,4.69,58.1
R0002_1759967814,S0002,D002,2025-10-08T23:56:54.508608,4.62,75.4
R0002_1759969974,S0002,D002,2025-10-09T00:32:54.508608,4.65,71.9
R0002_1759971774,S0002,D002,2025-10-09T01:02:54.508608,4.65,75.8
R0002_1759975734,S0002,D002,2025-10-09T02:08:54.508608,4.56,65.9
R0002_1759978074,S0002,D002,2025-10-09T02:47:54.508608,4.63,70.1
R0002_1759981914,S0002,D002,2025-10-09T03:51:54.508608,4.63,63.2
R0002_1759984074,S0002,D002,2025-10-09T04:27:54.508608,4.56,71.5
R0002_1759989474,S0002,D002,2025-10-09T05:57:54.508608,4.6,75.1
R0002_1759992654,S0002,D002,2025-10-09T06:50:54.508608,4.66,68.8
R0002_1759996794,S0002,D002,2025-10-09T07:59:54.508608,4.67,60.0
R0002_1759998654,S0002,D002,2025-10-09T08:30:54.508608,4.77,69.6
R0002_1760000694,S0002,D002,2025-10-09T09:04:54.508608,4.73,65.8
R0002_1760005794,S0002,D002,2025-10-09T10:29:54.508608,4.63,64.9
R0002_1760008374,S0002,D002,2025-10-09T11:12:54.508608,4.64,68.8
R0002_1760012514,S0002,D002,2025-10-09T12:21:54.508608,4.62,77.4
R0002_1760015754,S0002,D002,2025-10-09T13:15:54.508608,4.59,72.2
R0002_1760018094,S0002,D002,2025-10-09T13:54:54.508608,4.67,57.6
R0002_1760022294,S0002,D002,2025-10-09T15:04:54.508608,4.68,76.6
R0002_1760025054,S0002,D002,2025-10-09T15:50:54.508608,4.6,48.5
R0002_1760028174,S0002,D002,2025-10-09T16:42:54.508608,4.59,60.6
R0002_1760032254,S0002,D002,2025-10-09T17:50:54.508608,4.61,69.8
R0003_1755995274,S0003,D003,2025-08-24T00:27:54.508608,4.53,100.0
R0003_1755998034,S0003,D003,2025-08-24T01:13:54.508608,4.48,99.7
R0003_1756001634,S0003,D003,2025-08-24T02:13:54.508608,4.46,99.1
R0003_1756006614,S0003,D003,2025-08-24T03:36:54.508608,4.4,99.2
R0003_1756011054,S0003,D003,2025-08-24T04:50:54.508608,4.56,98.7
R0003_1756013454,S0003,D003,2025-08-24T05:30:54.508608,4.44,97.5
R0003_1756017234,S0003,D003,2025-08-24T06:33:54.508608,4.3,97.1
R0003_1756019094,S0003,D003,2025-08-24T07:04:54.508608,4.35,98.6
R0003_1756021674,S0003,D003,2025-08-24T07:47:54.508608,4.44,97.5
R0003_1756027074,S0003,D003,2025-08-24T09:17:54.508608,4.33,98.1
R0003_1756032474,S0003,D003,2025-08-24T10:47:54.508608,4.39,95.0
R0003_1756036254,S0003,D003,2025-08-24T11:50:54.508608,4.38,94.6
R0003_1756039434,S0003,D003,2025-08-24T12:43:54.508608,4.48,94.4
R0003_1756041774,S0003,D003,2025-08-24T13:22:54.508608,4.45,96.0
R0003_1756046214,S0003,D003,2025-08-24T14:36:54.508608,4.46,95.8
R0003_1756050054,S0003,D003,2025-08-24T15:40:54.508608,4.4,96.9
R0003_1756055334,S0003,D003,2025-08-24T17:08:54.508608,4.56,93.3
R0003_1756057194,S0003,D003,2025-08-24T17:39:54.508608,4.48,91.8
R0003_1756061874,S0003,D003,2025-08-24T18:57:54.508608,4.57,95.0
R0003_1756065654,S0003,D003,2025-08-24T20:00:54.508608,4.4,94.7
R0003_1756068594,S0003,D003,2025-08-24T20:49:54.508608,4.37,95.7
R0003_1756072854,S0003,D003,2025-08-24T22:00:54.508608,4.45,93.3
R0003_1756077954,S0003,D003,2025-08-24T23:25:54.508608,4.4,89.5
R0003_1756080054,S0003,D003,2025-08-25T00:00:54.508608,4.49,90.3
R0003_1756084494,S0003,D003,2025-08-25T01:14:54.508608,4.49,94.5
R0003_1756089534,S0003,D003,2025-08-25T02:38:54.508608,4.46,93.4
R0003_1756092294,S0003,D003,2025-08-25T03:24:54.508608,4.43,91.5
R0003_1756096074,S0003,D003,2025-08-25T04:27:54.508608,4.42,86.7
R0003_1756099254,S0003,D003,2025-08-25T05:20:54.508608,4.4,91.9
R0003_1756104534,S0003,D003,2025-08-25T06:48:54.508608,4.44,93.9
R0003_1756106934,S0003,D003,2025-08-25T07:28:54.508608,4.44,89.0
R0003_1756110054,S0003,D003,2025-08-25T08:20:54.508608,4.43,91.2
R0003_1756114794,S0003,D003,2025-08-25T09:39:54.508608,4.41,86.8
R0003_1756117434,S0003,D003,2025-08-25T10:23:54.508608,4.43,89.2
R0003_1756121274,S0003,D003,2025-08-25T11:27:54.508608,4.45,90.8
R0003_1756125114,S0003,D003,2025-08-25T12:31:54.508608,4.38,89.6
R0003_1756129854,S0003,D003,2025-08-25T13:50:54.508608,4.46,89.4
R0003_1756133574,S0003,D003,2025-08-25T14:52:54.508608,4.43,81.3
R0003_1756136634,S0003,D003,2025-08-25T15:43:54.508608,4.39,83.8
R0003_1756140834,S0003,D003,2025-08-25T16:53:54.508608,4.43,83.0
R0003_1756143474,S0003,D003,2025-08-25T17:37:54.508608,4.47,88.0
R0003_1756147614,S0003,D003,2025-08-25T18:46:54.508608,4.46,85.8
R0003_1756152474,S0003,D003,2025-08-25T20:07:54.508608,4.38,79.9
R0003_1756157274,S0003,D003,2025-08-25T21:27:54.508608,4.48,81.6
R0003_1756161954,S0003,D003,2025-08-25T22:45:54.508608,4.44,83.5
R0003_1756166994,S0003,D003,2025-08-26T00:09:54.508608,4.5,87.7
R0003_1756169514,S0003,D003,2025-08-26T00:51:54.508608,4.5,76.4
R0003_1756174374,S0003,D003,2025-08-26T02:12:54.508608,4.4,87.8
R0003_1756177074,S0003,D003,2025-08-26T02:57:54.508608,4.52,86.5
R0003_1756181994,S0003,D003,2025-08-26T04:19:54.508608,4.43,82.2
R0003_1756185294,S0003,D003,2025-08-26T05:14:54.508608,4.51,86.8
R0003_1756189914,S0003,D003,2025-08-26T06:31:54.508608,4.45,88.9
R0003_1756194774,S0003,D003,2025-08-26T07:52:54.508608,4.34,84.1
R0003_1756197414,S0003,D003,2025-08-26T08:36:54.508608,4.45,75.8
R0003_1756199934,S0003,D003,2025-08-26T09:18:54.508608,4.42,79.3
R0003_1756203714,S0003,D003,2025-08-26T10:21:54.508608,4.46,74.6
R0003_1756207374,S0003,D003,2025-08-26T11:22:54.508608,4.49,71.4
R0003_1756210494,S0003,D003,2025-08-26T12:14:54.508608,4.53,76.7
R0003_1756215054,S0003,D003,2025-08-26T13:30:54.508608,4.46,83.1
R0003_1756216914,S0003,D003,2025-08-26T14:01:54.508608,4.42,72.3
R0003_1756218774,S0003,D003,2025-08-26T14:32:54.508608,4.4,75.5
R0003_1756223574,S0003,D003,2025-08-26T15:52:54.508608,4.47,74.1
R0003_1756226394,S0003,D003,2025-08-26T16:39:54.508608,4.48,79.2
R0003_1756229994,S0003,D003,2025-08-26T17:39:54.508608,4.47,84.2
R0003_1756232754,S0003,D003,2025-08-26T18:25:54.508608,4.41,85.7
R0003_1756235274,S0003,D003,2025-08-26T19:07:54.508608,4.37,72.5
R0003_1756239714,S0003,D003,2025-08-26T20:21:54.508608,4.41,69.6
R0003_1756243794,S0003,D003,2025-08-26T21:29:54.508608,4.39,73.4
R0003_1756246914,S0003,D003,2025-08-26T22:21:54.508608,4.43,68.1
R0003_1756250394,S0003,D003,2025-08-26T23:19:54.508608,4.36,85.8
R0003_1756255254,S0003,D003,2025-08-27T00:40:54.508608,4.45,81.6
R0003_1756260594,S0003,D003,2025-08-27T02:09:54.508608,4.45,67.6
R0003_1756265154,S0003,D003,2025-08-27T03:25:54.508608,4.44,72.1
R0003_1756268274,S0003,D003,2025-08-27T04:17:54.508608,4.41,79.2
R0003_1756271454,S0003,D003,2025-08-27T05:10:54.508608,4.46,80.9
R0003_1756273554,S0003,D003,2025-08-27T05:45:54.508608,4.48,81.0
R0003_1756276194,S0003,D003,2025-08-27T06:29:54.508608,4.45,80.0
R0003_1756278354,S0003,D003,2025-08-27T07:05:54.508608,4.41,71.5
R0003_1756280994,S0003,D003,2025-08-27T07:49:54.508608,4.45,81.4
R0003_1756284594,S0003,D003,2025-08-27T08:49:54.508608,4.45,75.9
R0003_1756287114,S0003,D003,2025-08-27T09:31:54.508608,4.36,73.6
R0003_1756290174,S0003,D003,2025-08-27T10:22:54.508608,4.38,72.3
R0003_1756292754,S0003,D003,2025-08-27T11:05:54.508608,4.41,75.0
R0003_1756296354,S0003,D003,2025-08-27T12:05:54.508608,4.5,73.5
R0003_1756300494,S0003,D003,2025-08-27T13:14:54.508608,4.47,72.9
R0003_1756305714,S0003,D003,2025-08-27T14:41:54.508608,4.4,59.1
R0003_1756309854,S0003,D003,2025-08-27T15:50:54.508608,4.42,76.2
R0003_1756314834,S0003,D003,2025-08-27T17:13:54.508608,4.48,61.4
R0003_1756316634,S0003,D003,2025-08-27T17:43:54.508608,4.44,65.3
R0003_1756320234,S0003,D003,2025-08-27T18:43:54.508608,4.45,71.3
R0003_1756325514,S0003,D003,2025-08-27T20:11:54.508608,4.48,56.3
R0003_1756329774,S0003,D003,2025-08-27T21:22:54.508608,4.49,61.9
R0003_1756332894,S0003,D003,2025-08-27T22:14:54.508608,4.43,71.7
R0003_1756337754,S0003,D003,2025-08-27T23:35:54.508608,4.47,79.3
R0003_1756342014,S0003,D003,2025-08-28T00:46:54.508608,4.47,57.2
R0003_1756344114,S0003,D003,2025-08-28T01:21:54.508608,4.59,69.3
R0003_1756349094,S0003,D003,2025-08-28T02:44:54.508608,4.43,78.9
R0003_1756353414,S0003,D003,2025-08-28T03:56:54.508608,4.4,71.1
R0003_1756355634,S0003,D003,2025-08-28T04:33:54.508608,4.42,50.3
R0003_1756360914,S0003,D003,2025-08-28T06:01:54.508608,4.45,63.3
R0003_1756364154,S0003,D003,2025-08-28T06:55:54.508608,4.49,75.3
R0003_1756368954,S0003,D003,2025-08-28T08:15:54.508608,4.42,69.2
R0003_1756373454,S0003,D003,2025-08-28T09:30:54.508608,4.43,62.2
R0003_1756378134,S0003,D003,2025-08-28T10:48:54.508608,4.46,57.7
R0003_1756380654,S0003,D003,2025-08-28T11:30:54.508608,4.41,60.9
R0003_1756384254,S0003,D003,2025-08-28T12:30:54.508608,4.39,59.3
R0003_1756389414,S0003,D003,2025-08-28T13:56:54.508608,4.43,45.3
R0003_1756391874,S0003,D003,2025-08-28T14:37:54.508608,4.39,67.3
R0003_1756395294,S0003,D003,2025-08-28T15:34:54.508608,4.41,62.4
R0003_1756400094,S0003,D003,2025-08-28T16:54:54.508608,4.48,60.0
R0003_1756404294,S0003,D003,2025-08-28T18:04:54.508608,4.53,50.1
R0003_1756407354,S0003,D003,2025-08-28T18:55:54.508608,4.48,53.1
R0003_1756409454,S0003,D003,2025-08-28T19:30:54.508608,4.46,65.7
R0003_1756414314,S0003,D003,2025-08-28T20:51:54.508608,4.45,47.8
R0003_1756419714,S0003,D003,2025-08-28T22:21:54.508608,4.36,70.3
R0003_1756424274,S0003,D003,2025-08-28T23:37:54.508608,4.45,48.8
R0003_1756427574,S0003,D003,2025-08-29T00:32:54.508608,4.42,54.8
R0003_1756431114,S0003,D003,2025-08-29T01:31:54.508608,4.46,74.2
R0003_1756434414,S0003,D003,2025-08-29T02:26:54.508608,4.51,51.8
R0003_1756439034,S0003,D003,2025-08-29T03:43:54.508608,4.35,69.5
R0003_1756444434,S0003,D003,2025-08-29T05:13:54.508608,4.45,44.4
R0003_1756446534,S0003,D003,2025-08-29T05:48:54.508608,4.42,45.0
R0003_1756451094,S0003,D003,2025-08-29T07:04:54.508608,4.5,47.4
R0003_1756453494,S0003,D003,2025-08-29T07:44:54.508608,4.35,41.2
R0003_1756455894,S0003,D003,2025-08-29T08:24:54.508608,4.5,62.2
R0003_1756458174,S0003,D003,2025-08-29T09:02:54.508608,4.45,65.8
R0003_1756460034,S0003,D003,2025-08-29T09:33:54.508608,4.5,39.9
R0003_1756462374,S0003,D003,2025-08-29T10:12:54.508608,4.4,55.7
R0003_1756466394,S0003,D003,2025-08-29T11:19:54.508608,4.41,53.9
R0003_1756471614,S0003,D003,2025-08-29T12:46:54.508608,4.47,56.3
R0003_1756475154,S0003,D003,2025-08-29T13:45:54.508608,4.38,48.4
R0003_1756480014,S0003,D003,2025-08-29T15:06:54.508608,4.43,45.9
R0003_1756484274,S0003,D003,2025-08-29T16:17:54.508608,4.51,54.2
R0003_1756486614,S0003,D003,2025-08-29T16:56:54.508608,4.48,37.8
R0003_1756490754,S0003,D003,2025-08-29T18:05:54.508608,4.5,55.5
R0003_1756495674,S0003,D003,2025-08-29T19:27:54.508608,4.46,43.0
R0003_1756499754,S0003,D003,2025-08-29T20:35:54.508608,4.44,70.1
